county,precinct,office,district,party,candidate,votes,provisional,election_day,mail_in_/_absentee
Luzerne,Hazleton City Ward 05,President,,,Sethatina Newman,0,0,0,0
Luzerne,Hazleton City Ward 06,President,,,Sethatina Newman,0,0,0,0
Luzerne,Hazleton City Ward 07,President,,,Sethatina Newman,0,0,0,0
Luzerne,Hazleton City Ward 08,President,,,Sethatina Newman,0,0,0,0
Luzerne,Hazleton City Ward 09,President,,,Sethatina Newman,0,0,0,0
Luzerne,Hazleton City Ward 10,President,,,Sethatina Newman,0,0,0,0
Luzerne,Hazleton City Ward 11,President,,,Sethatina Newman,0,0,0,0
Luzerne,Hollenback Township,President,,,Sethatina Newman,0,0,0,0
Luzerne,Hughestown Boro,President,,,Sethatina Newman,0,0,0,0
Luzerne,Hunlock Township,President,,,Sethatina Newman,0,0,0,0
Luzerne,Huntington Township,President,,,Sethatina Newman,0,0,0,0
Luzerne,Jackson Township,President,,,Sethatina Newman,0,0,0,0
Luzerne,Jeddo Boro,President,,,Sethatina Newman,0,0,0,0
Luzerne,Jenkins Township Dist 01,President,,,Sethatina Newman,0,0,0,0
Luzerne,Jenkins Township Dist 02,President,,,Sethatina Newman,0,0,0,0
Luzerne,Jenkins Township Dist 03,President,,,Sethatina Newman,0,0,0,0
Luzerne,Kingston Boro Ward 01,President,,,Sethatina Newman,0,0,0,0
Luzerne,Kingston Boro Ward 02,President,,,Sethatina Newman,0,0,0,0
Luzerne,Kingston Boro Ward 03,President,,,Sethatina Newman,0,0,0,0
Luzerne,Kingston Boro Ward 04,President,,,Sethatina Newman,0,0,0,0
Luzerne,Kingston Boro Ward 05,President,,,Sethatina Newman,0,0,0,0
Luzerne,Kingston Boro Ward 06,President,,,Sethatina Newman,0,0,0,0
Luzerne,Kingston Boro Ward 07,President,,,Sethatina Newman,0,0,0,0
Luzerne,Kingston Boro Ward 08,President,,,Sethatina Newman,0,0,0,0
Luzerne,Kingston Township Dist 01,President,,,Sethatina Newman,0,0,0,0
Luzerne,Kingston Township Dist 02,President,,,Sethatina Newman,0,0,0,0
Luzerne,Kingston Township Dist 03,President,,,Sethatina Newman,0,0,0,0
Luzerne,Kingston Township Dist 04,President,,,Sethatina Newman,0,0,0,0
Luzerne,Laflin Boro,President,,,Sethatina Newman,0,0,0,0
Luzerne,Lake Township,President,,,Sethatina Newman,0,0,0,0
Luzerne,Larksville Boro Ward 01,President,,,Sethatina Newman,0,0,0,0
Luzerne,Larksville Boro Ward 02,President,,,Sethatina Newman,0,0,0,0
Luzerne,Larksville Boro Ward 03,President,,,Sethatina Newman,0,0,0,0
Luzerne,Laurel Run Boro,President,,,Sethatina Newman,0,0,0,0
Luzerne,Lehman Township Dist 01,President,,,Sethatina Newman,0,0,0,0
Luzerne,Lehman Township Dist 02,President,,,Sethatina Newman,0,0,0,0
Luzerne,Lehman Township Dist 03,President,,,Sethatina Newman,0,0,0,0
Luzerne,Luzerne Boro,President,,,Sethatina Newman,0,0,0,0
Luzerne,Nanticoke City Ward 01,President,,,Sethatina Newman,0,0,0,0
Luzerne,Nanticoke City Ward 02,President,,,Sethatina Newman,0,0,0,0
Luzerne,Nanticoke City Ward 03,President,,,Sethatina Newman,0,0,0,0
Luzerne,Nanticoke City Ward 04,President,,,Sethatina Newman,0,0,0,0
Luzerne,Nanticoke City Ward 05,President,,,Sethatina Newman,0,0,0,0
Luzerne,Nanticoke City Ward 06,President,,,Sethatina Newman,0,0,0,0
Luzerne,Nescopeck Boro,President,,,Sethatina Newman,0,0,0,0
Luzerne,Nescopeck Township,President,,,Sethatina Newman,0,0,0,0
Luzerne,New Columbus Boro,President,,,Sethatina Newman,0,0,0,0
Luzerne,Newport Township Ward 01,President,,,Sethatina Newman,0,0,0,0
Luzerne,Newport Township Ward 02,President,,,Sethatina Newman,0,0,0,0
Luzerne,Nuangola Boro,President,,,Sethatina Newman,0,0,0,0
Luzerne,Penn Lake Park Boro,President,,,Sethatina Newman,0,0,0,0
Luzerne,Pittston City Ward 01,President,,,Sethatina Newman,0,0,0,0
Luzerne,Pittston City Ward 02,President,,,Sethatina Newman,0,0,0,0
Luzerne,Pittston City Ward 03,President,,,Sethatina Newman,0,0,0,0
Luzerne,Pittston City Ward 04,President,,,Sethatina Newman,0,0,0,0
Luzerne,Pittston Township 01,President,,,Sethatina Newman,0,0,0,0
Luzerne,Pittston Township 02,President,,,Sethatina Newman,0,0,0,0
Luzerne,Plains Township Ward 01,President,,,Sethatina Newman,0,0,0,0
Luzerne,Plains Township Ward 02,President,,,Sethatina Newman,0,0,0,0
Luzerne,Plains Township Ward 03,President,,,Sethatina Newman,0,0,0,0
Luzerne,Plains Township Ward 04,President,,,Sethatina Newman,0,0,0,0
Luzerne,Plains Township Ward 05,President,,,Sethatina Newman,0,0,0,0
Luzerne,Plymouth Boro Ward 01,President,,,Sethatina Newman,0,0,0,0
Luzerne,Plymouth Boro Ward 02,President,,,Sethatina Newman,0,0,0,0
Luzerne,Plymouth Boro Ward 03,President,,,Sethatina Newman,0,0,0,0
Luzerne,Plymouth Township,President,,,Sethatina Newman,0,0,0,0
Luzerne,Pringle Boro,President,,,Sethatina Newman,0,0,0,0
Luzerne,Rice Township Dist 01,President,,,Sethatina Newman,0,0,0,0
Luzerne,Rice Township Dist 02,President,,,Sethatina Newman,0,0,0,0
Luzerne,Ross Township,President,,,Sethatina Newman,0,0,0,0
Luzerne,Salem Township Dist 01,President,,,Sethatina Newman,0,0,0,0
Luzerne,Salem Township Dist 02,President,,,Sethatina Newman,0,0,0,0
Luzerne,Shickshinny Boro,President,,,Sethatina Newman,0,0,0,0
Luzerne,Slocum Township,President,,,Sethatina Newman,0,0,0,0
Luzerne,Sugar Notch Boro,President,,,Sethatina Newman,0,0,0,0
Luzerne,Sugarloaf Township Dist 01,President,,,Sethatina Newman,0,0,0,0
Luzerne,Sugarloaf Township Dist 02,President,,,Sethatina Newman,0,0,0,0
Luzerne,Sugarloaf Township Dist 03,President,,,Sethatina Newman,0,0,0,0
Luzerne,Swoyersville Boro Ward 01,President,,,Sethatina Newman,0,0,0,0
Luzerne,Swoyersville Boro Ward 02,President,,,Sethatina Newman,0,0,0,0
Luzerne,Swoyersville Boro Ward 03,President,,,Sethatina Newman,0,0,0,0
Luzerne,Union Township,President,,,Sethatina Newman,0,0,0,0
Luzerne,Warrior Run Boro,President,,,Sethatina Newman,0,0,0,0
Luzerne,West Hazleton Boro Ward 01,President,,,Sethatina Newman,0,0,0,0
Luzerne,West Hazleton Boro Ward 02,President,,,Sethatina Newman,0,0,0,0
Luzerne,West Pittston Boro Ward 01,President,,,Sethatina Newman,0,0,0,0
Luzerne,West Pittston Boro Ward 02,President,,,Sethatina Newman,0,0,0,0
Luzerne,West Pittston Boro Ward 03,President,,,Sethatina Newman,0,0,0,0
Luzerne,West Wyoming Boro Ward 01,President,,,Sethatina Newman,0,0,0,0
Luzerne,West Wyoming Boro Ward 02,President,,,Sethatina Newman,0,0,0,0
Luzerne,White Haven Boro,President,,,Sethatina Newman,0,0,0,0
Luzerne,Wilkes-Barre City Ward 01,President,,,Sethatina Newman,0,0,0,0
Luzerne,Wilkes-Barre City Ward 02,President,,,Sethatina Newman,0,0,0,0
Luzerne,Wilkes-Barre City Ward 03,President,,,Sethatina Newman,0,0,0,0
Luzerne,Wilkes-Barre City Ward 04,President,,,Sethatina Newman,0,0,0,0
Luzerne,Wilkes-Barre City Ward 05,President,,,Sethatina Newman,0,0,0,0
Luzerne,Wilkes-Barre City Ward 06,President,,,Sethatina Newman,0,0,0,0
Luzerne,Wilkes-Barre City Ward 07,President,,,Sethatina Newman,0,0,0,0
Luzerne,Wilkes-Barre City Ward 08,President,,,Sethatina Newman,0,0,0,0
Luzerne,Wilkes-Barre City Ward 09,President,,,Sethatina Newman,0,0,0,0
Luzerne,Wilkes-Barre City Ward 10,President,,,Sethatina Newman,0,0,0,0
Luzerne,Wilkes-Barre City Ward 11,President,,,Sethatina Newman,0,0,0,0
Luzerne,Wilkes-Barre City Ward 12,President,,,Sethatina Newman,0,0,0,0
Luzerne,Wilkes-Barre City Ward 13,President,,,Sethatina Newman,0,0,0,0
Luzerne,Wilkes-Barre City Ward 14,President,,,Sethatina Newman,0,0,0,0
Luzerne,Wilkes-Barre City Ward 15,President,,,Sethatina Newman,0,0,0,0
Luzerne,Wilkes-Barre City Ward 16,President,,,Sethatina Newman,0,0,0,0
Luzerne,Wilkes-Barre City Ward 17,President,,,Sethatina Newman,0,0,0,0
Luzerne,Wilkes-Barre City Ward 18,President,,,Sethatina Newman,0,0,0,0
Luzerne,Wilkes-Barre City Ward 19,President,,,Sethatina Newman,0,0,0,0
Luzerne,Wilkes-Barre City Ward 20,President,,,Sethatina Newman,0,0,0,0
Luzerne,Wilkes-Barre Township Ward 01,President,,,Sethatina Newman,0,0,0,0
Luzerne,Wilkes-Barre Township Ward 02,President,,,Sethatina Newman,0,0,0,0
Luzerne,Wright Township Dist 01,President,,,Sethatina Newman,0,0,0,0
Luzerne,Wright Township Dist 02,President,,,Sethatina Newman,0,0,0,0
Luzerne,Wright Township Dist 03,President,,,Sethatina Newman,0,0,0,0
Luzerne,Wright Township Dist 04,President,,,Sethatina Newman,0,0,0,0
Luzerne,Wyoming Boro Ward 01,President,,,Sethatina Newman,0,0,0,0
Luzerne,Wyoming Boro Ward 02,President,,,Sethatina Newman,0,0,0,0
Luzerne,Wyoming Boro Ward 03,President,,,Sethatina Newman,0,0,0,0
Luzerne,Yatesville Boro,President,,,Sethatina Newman,0,0,0,0
Luzerne,Ashley Boro Ward 01,President,,,William Peterson,0,0,0,0
Luzerne,Ashley Boro Ward 02,President,,,William Peterson,0,0,0,0
Luzerne,Avoca Boro Ward 01,President,,,William Peterson,0,0,0,0
Luzerne,Avoca Boro Ward 02,President,,,William Peterson,0,0,0,0
Luzerne,Avoca Boro Ward 03,President,,,William Peterson,0,0,0,0
Luzerne,Bear Creek Township Dist 01,President,,,William Peterson,0,0,0,0
Luzerne,Bear Creek Township Dist 02,President,,,William Peterson,0,0,0,0
Luzerne,Bear Creek Township Dist 03,President,,,William Peterson,0,0,0,0
Luzerne,Bear Creek Village Boro,President,,,William Peterson,0,0,0,0
Luzerne,Black Creek Township,President,,,William Peterson,0,0,0,0
Luzerne,Buck Township,President,,,William Peterson,0,0,0,0
Luzerne,Butler Township Dist 01,President,,,William Peterson,0,0,0,0
Luzerne,Butler Township Dist 02,President,,,William Peterson,0,0,0,0
Luzerne,Butler Township Dist 03,President,,,William Peterson,0,0,0,0
Luzerne,Butler Township Dist 04,President,,,William Peterson,0,0,0,0
Luzerne,Butler Township Dist 05,President,,,William Peterson,0,0,0,0
Luzerne,Conyngham Boro,President,,,William Peterson,0,0,0,0
Luzerne,Conyngham Township,President,,,William Peterson,0,0,0,0
Luzerne,Courtdale Boro,President,,,William Peterson,0,0,0,0
Luzerne,Dallas Boro Ward 01,President,,,William Peterson,0,0,0,0
Luzerne,Dallas Boro Ward 02,President,,,William Peterson,0,0,0,0
Luzerne,Dallas Township Dist 01,President,,,William Peterson,0,0,0,0
Luzerne,Dallas Township Dist 02,President,,,William Peterson,0,0,0,0
Luzerne,Dallas Township Dist 03,President,,,William Peterson,0,0,0,0
Luzerne,Dallas Township Dist 04,President,,,William Peterson,0,0,0,0
Luzerne,Dallas Township Dist 05,President,,,William Peterson,0,0,0,0
Luzerne,Dennison Township,President,,,William Peterson,0,0,0,0
Luzerne,Dorrance Township,President,,,William Peterson,0,0,0,0
Luzerne,Dupont Boro Ward 01,President,,,William Peterson,0,0,0,0
Luzerne,Dupont Boro Ward 02,President,,,William Peterson,0,0,0,0
Luzerne,Duryea Boro Ward 01,President,,,William Peterson,0,0,0,0
Luzerne,Duryea Boro Ward 02,President,,,William Peterson,0,0,0,0
Luzerne,Duryea Boro Ward 03,President,,,William Peterson,0,0,0,0
Luzerne,Edwardsville Boro Ward 01,President,,,William Peterson,0,0,0,0
Luzerne,Edwardsville Boro Ward 02,President,,,William Peterson,0,0,0,0
Luzerne,Exeter Boro Ward 01,President,,,William Peterson,0,0,0,0
Luzerne,Exeter Boro Ward 02,President,,,William Peterson,0,0,0,0
Luzerne,Exeter Boro Ward 03,President,,,William Peterson,0,0,0,0
Luzerne,Exeter Township,President,,,William Peterson,0,0,0,0
Luzerne,Fairmount Township,President,,,William Peterson,0,0,0,0
Luzerne,Fairview Township Dist 01,President,,,William Peterson,0,0,0,0
Luzerne,Fairview Township Dist 02,President,,,William Peterson,0,0,0,0
Luzerne,Forty Fort Boro Ward 01,President,,,William Peterson,0,0,0,0
Luzerne,Forty Fort Boro Ward 02,President,,,William Peterson,0,0,0,0
Luzerne,Forty Fort Boro Ward 03,President,,,William Peterson,0,0,0,0
Luzerne,Foster Township Dist 01,President,,,William Peterson,0,0,0,0
Luzerne,Foster Township Dist 02,President,,,William Peterson,0,0,0,0
Luzerne,Franklin Township,President,,,William Peterson,0,0,0,0
Luzerne,Freeland Boro,President,,,William Peterson,0,0,0,0
Luzerne,Hanover Township Ward 01,President,,,William Peterson,0,0,0,0
Luzerne,Hanover Township Ward 02,President,,,William Peterson,0,0,0,0
Luzerne,Hanover Township Ward 03,President,,,William Peterson,0,0,0,0
Luzerne,Hanover Township Ward 04,President,,,William Peterson,0,0,0,0
Luzerne,Hanover Township Ward 05,President,,,William Peterson,0,0,0,0
Luzerne,Hanover Township Ward 06,President,,,William Peterson,0,0,0,0
Luzerne,Harveys Lake Boro,President,,,William Peterson,0,0,0,0
Luzerne,Hazle Township Dist 01,President,,,William Peterson,0,0,0,0
Luzerne,Hazle Township Dist 02,President,,,William Peterson,0,0,0,0
Luzerne,Hazle Township Dist 03,President,,,William Peterson,0,0,0,0
Luzerne,Hazle Township Dist 04,President,,,William Peterson,0,0,0,0
Luzerne,Hazle Township Dist 05,President,,,William Peterson,0,0,0,0
Luzerne,Hazleton City Ward 01,President,,,William Peterson,0,0,0,0
Luzerne,Hazleton City Ward 02,President,,,William Peterson,0,0,0,0
Luzerne,Hazleton City Ward 03,President,,,William Peterson,0,0,0,0
Luzerne,Hazleton City Ward 04,President,,,William Peterson,0,0,0,0
Luzerne,Hazleton City Ward 05,President,,,William Peterson,0,0,0,0
Luzerne,Hazleton City Ward 06,President,,,William Peterson,0,0,0,0
Luzerne,Hazleton City Ward 07,President,,,William Peterson,0,0,0,0
Luzerne,Hazleton City Ward 08,President,,,William Peterson,0,0,0,0
Luzerne,Hazleton City Ward 09,President,,,William Peterson,0,0,0,0
Luzerne,Hazleton City Ward 10,President,,,William Peterson,0,0,0,0
Luzerne,Hazleton City Ward 11,President,,,William Peterson,0,0,0,0
Luzerne,Hollenback Township,President,,,William Peterson,0,0,0,0
Luzerne,Hughestown Boro,President,,,William Peterson,0,0,0,0
Luzerne,Hunlock Township,President,,,William Peterson,0,0,0,0
Luzerne,Huntington Township,President,,,William Peterson,0,0,0,0
Luzerne,Jackson Township,President,,,William Peterson,0,0,0,0
Luzerne,Jeddo Boro,President,,,William Peterson,0,0,0,0
Luzerne,Jenkins Township Dist 01,President,,,William Peterson,0,0,0,0
Luzerne,Jenkins Township Dist 02,President,,,William Peterson,0,0,0,0
Luzerne,Jenkins Township Dist 03,President,,,William Peterson,0,0,0,0
Luzerne,Kingston Boro Ward 01,President,,,William Peterson,0,0,0,0
Luzerne,Kingston Boro Ward 02,President,,,William Peterson,0,0,0,0
Luzerne,Kingston Boro Ward 03,President,,,William Peterson,0,0,0,0
Luzerne,Kingston Boro Ward 04,President,,,William Peterson,0,0,0,0
Luzerne,Kingston Boro Ward 05,President,,,William Peterson,0,0,0,0
Luzerne,Kingston Boro Ward 06,President,,,William Peterson,0,0,0,0
Luzerne,Kingston Boro Ward 07,President,,,William Peterson,0,0,0,0
Luzerne,Kingston Boro Ward 08,President,,,William Peterson,0,0,0,0
Luzerne,Kingston Township Dist 01,President,,,William Peterson,0,0,0,0
Luzerne,Kingston Township Dist 02,President,,,William Peterson,0,0,0,0
Luzerne,Kingston Township Dist 03,President,,,William Peterson,0,0,0,0
Luzerne,Kingston Township Dist 04,President,,,William Peterson,0,0,0,0
Luzerne,Laflin Boro,President,,,William Peterson,0,0,0,0
Luzerne,Lake Township,President,,,William Peterson,0,0,0,0
Luzerne,Larksville Boro Ward 01,President,,,William Peterson,0,0,0,0
Luzerne,Larksville Boro Ward 02,President,,,William Peterson,0,0,0,0
Luzerne,Larksville Boro Ward 03,President,,,William Peterson,0,0,0,0
Luzerne,Laurel Run Boro,President,,,William Peterson,0,0,0,0
Luzerne,Lehman Township Dist 01,President,,,William Peterson,0,0,0,0
Luzerne,Lehman Township Dist 02,President,,,William Peterson,0,0,0,0
Luzerne,Lehman Township Dist 03,President,,,William Peterson,0,0,0,0
Luzerne,Luzerne Boro,President,,,William Peterson,0,0,0,0
Luzerne,Nanticoke City Ward 01,President,,,William Peterson,0,0,0,0
Luzerne,Nanticoke City Ward 02,President,,,William Peterson,0,0,0,0
Luzerne,Nanticoke City Ward 03,President,,,William Peterson,0,0,0,0
Luzerne,Nanticoke City Ward 04,President,,,William Peterson,0,0,0,0
Luzerne,Nanticoke City Ward 05,President,,,William Peterson,0,0,0,0
Luzerne,Nanticoke City Ward 06,President,,,William Peterson,0,0,0,0
Luzerne,Nescopeck Boro,President,,,William Peterson,0,0,0,0
Luzerne,Nescopeck Township,President,,,William Peterson,0,0,0,0
Luzerne,New Columbus Boro,President,,,William Peterson,0,0,0,0
Luzerne,Newport Township Ward 01,President,,,William Peterson,0,0,0,0
Luzerne,Newport Township Ward 02,President,,,William Peterson,0,0,0,0
Luzerne,Nuangola Boro,President,,,William Peterson,0,0,0,0
Luzerne,Penn Lake Park Boro,President,,,William Peterson,0,0,0,0
Luzerne,Pittston City Ward 01,President,,,William Peterson,0,0,0,0
Luzerne,Pittston City Ward 02,President,,,William Peterson,0,0,0,0
Luzerne,Pittston City Ward 03,President,,,William Peterson,0,0,0,0
Luzerne,Pittston City Ward 04,President,,,William Peterson,0,0,0,0
Luzerne,Pittston Township 01,President,,,William Peterson,0,0,0,0
Luzerne,Pittston Township 02,President,,,William Peterson,0,0,0,0
Luzerne,Plains Township Ward 01,President,,,William Peterson,0,0,0,0
Luzerne,Plains Township Ward 02,President,,,William Peterson,0,0,0,0
Luzerne,Plains Township Ward 03,President,,,William Peterson,0,0,0,0
Luzerne,Plains Township Ward 04,President,,,William Peterson,0,0,0,0
Luzerne,Plains Township Ward 05,President,,,William Peterson,0,0,0,0
Luzerne,Plymouth Boro Ward 01,President,,,William Peterson,0,0,0,0
Luzerne,Plymouth Boro Ward 02,President,,,William Peterson,0,0,0,0
Luzerne,Plymouth Boro Ward 03,President,,,William Peterson,0,0,0,0
Luzerne,Plymouth Township,President,,,William Peterson,0,0,0,0
Luzerne,Pringle Boro,President,,,William Peterson,0,0,0,0
Luzerne,Rice Township Dist 01,President,,,William Peterson,0,0,0,0
Luzerne,Rice Township Dist 02,President,,,William Peterson,0,0,0,0
Luzerne,Ross Township,President,,,William Peterson,0,0,0,0
Luzerne,Salem Township Dist 01,President,,,William Peterson,0,0,0,0
Luzerne,Salem Township Dist 02,President,,,William Peterson,0,0,0,0
Luzerne,Shickshinny Boro,President,,,William Peterson,0,0,0,0
Luzerne,Slocum Township,President,,,William Peterson,0,0,0,0
Luzerne,Sugar Notch Boro,President,,,William Peterson,0,0,0,0
Luzerne,Sugarloaf Township Dist 01,President,,,William Peterson,0,0,0,0
Luzerne,Sugarloaf Township Dist 02,President,,,William Peterson,0,0,0,0
Luzerne,Sugarloaf Township Dist 03,President,,,William Peterson,0,0,0,0
Luzerne,Swoyersville Boro Ward 01,President,,,William Peterson,0,0,0,0
Luzerne,Swoyersville Boro Ward 02,President,,,William Peterson,0,0,0,0
Luzerne,Swoyersville Boro Ward 03,President,,,William Peterson,0,0,0,0
Luzerne,Union Township,President,,,William Peterson,0,0,0,0
Luzerne,Warrior Run Boro,President,,,William Peterson,0,0,0,0
Luzerne,West Hazleton Boro Ward 01,President,,,William Peterson,0,0,0,0
Luzerne,West Hazleton Boro Ward 02,President,,,William Peterson,0,0,0,0
Luzerne,West Pittston Boro Ward 01,President,,,William Peterson,0,0,0,0
Luzerne,West Pittston Boro Ward 02,President,,,William Peterson,0,0,0,0
Luzerne,West Pittston Boro Ward 03,President,,,William Peterson,0,0,0,0
Luzerne,West Wyoming Boro Ward 01,President,,,William Peterson,0,0,0,0
Luzerne,West Wyoming Boro Ward 02,President,,,William Peterson,0,0,0,0
Luzerne,White Haven Boro,President,,,William Peterson,0,0,0,0
Luzerne,Wilkes-Barre City Ward 01,President,,,William Peterson,0,0,0,0
Luzerne,Wilkes-Barre City Ward 02,President,,,William Peterson,0,0,0,0
Luzerne,Wilkes-Barre City Ward 03,President,,,William Peterson,0,0,0,0
Luzerne,Wilkes-Barre City Ward 04,President,,,William Peterson,0,0,0,0
Luzerne,Wilkes-Barre City Ward 05,President,,,William Peterson,0,0,0,0
Luzerne,Wilkes-Barre City Ward 06,President,,,William Peterson,0,0,0,0
Luzerne,Wilkes-Barre City Ward 07,President,,,William Peterson,0,0,0,0
Luzerne,Wilkes-Barre City Ward 08,President,,,William Peterson,0,0,0,0
Luzerne,Wilkes-Barre City Ward 09,President,,,William Peterson,0,0,0,0
Luzerne,Wilkes-Barre City Ward 10,President,,,William Peterson,0,0,0,0
Luzerne,Wilkes-Barre City Ward 11,President,,,William Peterson,0,0,0,0
Luzerne,Wilkes-Barre City Ward 12,President,,,William Peterson,0,0,0,0
Luzerne,Wilkes-Barre City Ward 13,President,,,William Peterson,0,0,0,0
Luzerne,Wilkes-Barre City Ward 14,President,,,William Peterson,0,0,0,0
Luzerne,Wilkes-Barre City Ward 15,President,,,William Peterson,0,0,0,0
Luzerne,Wilkes-Barre City Ward 16,President,,,William Peterson,0,0,0,0
Luzerne,Wilkes-Barre City Ward 17,President,,,William Peterson,0,0,0,0
Luzerne,Wilkes-Barre City Ward 18,President,,,William Peterson,0,0,0,0
Luzerne,Wilkes-Barre City Ward 19,President,,,William Peterson,0,0,0,0
Luzerne,Wilkes-Barre City Ward 20,President,,,William Peterson,0,0,0,0
Luzerne,Wilkes-Barre Township Ward 01,President,,,William Peterson,0,0,0,0
Luzerne,Wilkes-Barre Township Ward 02,President,,,William Peterson,0,0,0,0
Luzerne,Wright Township Dist 01,President,,,William Peterson,0,0,0,0
Luzerne,Wright Township Dist 02,President,,,William Peterson,0,0,0,0
Luzerne,Wright Township Dist 03,President,,,William Peterson,0,0,0,0
Luzerne,Wright Township Dist 04,President,,,William Peterson,0,0,0,0
