county,precinct,office,district,party,candidate,votes,election_day,mail,provisional
Huntingdon,ALEXANDRIA BOROUGH,Registered Voters,,,,262,,,
Huntingdon,ALEXANDRIA BOROUGH,Ballots Cast,,,,216,172,43,1
Huntingdon,ALEXANDRIA BOROUGH,Ballots Cast Blank,,,,0,0,0,0
Huntingdon,ALEXANDRIA BOROUGH,President,,DEM,Joseph R. Biden,78,47,31,0
Huntingdon,ALEXANDRIA BOROUGH,President,,REP,DONALD J. TRUMP,137,124,12,1
Huntingdon,ALEXANDRIA BOROUGH,President,,LIB,Jo Jorgensen,1,1,0,0
Huntingdon,ALEXANDRIA BOROUGH,President,,,Write-ins,0,0,0,0
Huntingdon,ALEXANDRIA BOROUGH,Attorney General,,DEM,JOSH SHAPIRO,72,43,29,0
Huntingdon,ALEXANDRIA BOROUGH,Attorney General,,REP,HEATHER HEIDELBAUGH,135,123,11,1
Huntingdon,ALEXANDRIA BOROUGH,Attorney General,,LIB,DANIEL WASSMER,2,2,0,0
Huntingdon,ALEXANDRIA BOROUGH,Attorney General,,GRN,RICHARD L. WEISS,1,1,0,0
Huntingdon,ALEXANDRIA BOROUGH,Attorney General,,,Write-ins,0,0,0,0
Huntingdon,ALEXANDRIA BOROUGH,Auditor General,,DEM,NINA AHMAD,64,37,27,0
Huntingdon,ALEXANDRIA BOROUGH,Auditor General,,REP,TIMOTHY DEFOOR,136,122,13,1
Huntingdon,ALEXANDRIA BOROUGH,Auditor General,,LIB,JENNIFER MOORE,9,9,0,0
Huntingdon,ALEXANDRIA BOROUGH,Auditor General,,GRN,OLIVIA FAISON,3,2,1,0
Huntingdon,ALEXANDRIA BOROUGH,Auditor General,,,Write-ins,0,0,0,0
Huntingdon,ALEXANDRIA BOROUGH,State Treasurer,,DEM,JOE TORSELLA,72,42,30,0
Huntingdon,ALEXANDRIA BOROUGH,State Treasurer,,REP,STACY L. GARRITY,132,120,11,1
Huntingdon,ALEXANDRIA BOROUGH,State Treasurer,,LIB,JOE SOLOSKI,6,6,0,0
Huntingdon,ALEXANDRIA BOROUGH,State Treasurer,,GRN,TIMOTHY RUNKLE,2,2,0,0
Huntingdon,ALEXANDRIA BOROUGH,State Treasurer,,,Write-ins,0,0,0,0
Huntingdon,ALEXANDRIA BOROUGH,U.S. House,13,DEM,TODD ROWLEY,72,42,30,0
Huntingdon,ALEXANDRIA BOROUGH,U.S. House,13,REP,JOHN JOYCE,139,126,12,1
Huntingdon,ALEXANDRIA BOROUGH,U.S. House,13,,Write-ins,0,0,0,0
Huntingdon,ALEXANDRIA BOROUGH,State House,81,DEM,IAN M. KIDD,73,44,29,0
Huntingdon,ALEXANDRIA BOROUGH,State House,81,REP,RICH IRVIN,136,124,11,1
Huntingdon,ALEXANDRIA BOROUGH,State House,81,,Write-ins,0,0,0,0
Huntingdon,BARREE TOWNSHIP,Registered Voters,,,,319,,,
Huntingdon,BARREE TOWNSHIP,Ballots Cast,,,,279,232,47,0
Huntingdon,BARREE TOWNSHIP,Ballots Cast Blank,,,,0,0,0,0
Huntingdon,BARREE TOWNSHIP,President,,DEM,Joseph R. Biden,52,18,34,0
Huntingdon,BARREE TOWNSHIP,President,,REP,DONALD J. TRUMP,219,208,11,0
Huntingdon,BARREE TOWNSHIP,President,,LIB,Jo Jorgensen,5,3,2,0
Huntingdon,BARREE TOWNSHIP,President,,,Write-ins,1,1,0,0
Huntingdon,BARREE TOWNSHIP,Attorney General,,DEM,JOSH SHAPIRO,53,18,35,0
Huntingdon,BARREE TOWNSHIP,Attorney General,,REP,HEATHER HEIDELBAUGH,206,196,10,0
Huntingdon,BARREE TOWNSHIP,Attorney General,,LIB,DANIEL WASSMER,11,9,2,0
Huntingdon,BARREE TOWNSHIP,Attorney General,,GRN,RICHARD L. WEISS,0,0,0,0
Huntingdon,BARREE TOWNSHIP,Attorney General,,,Write-ins,0,0,0,0
Huntingdon,BARREE TOWNSHIP,Auditor General,,DEM,NINA AHMAD,46,16,30,0
Huntingdon,BARREE TOWNSHIP,Auditor General,,REP,TIMOTHY DEFOOR,213,199,14,0
Huntingdon,BARREE TOWNSHIP,Auditor General,,LIB,JENNIFER MOORE,8,7,1,0
Huntingdon,BARREE TOWNSHIP,Auditor General,,GRN,OLIVIA FAISON,1,0,1,0
Huntingdon,BARREE TOWNSHIP,Auditor General,,,Write-ins,0,0,0,0
Huntingdon,BARREE TOWNSHIP,State Treasurer,,DEM,JOE TORSELLA,53,21,32,0
Huntingdon,BARREE TOWNSHIP,State Treasurer,,REP,STACY L. GARRITY,207,196,11,0
Huntingdon,BARREE TOWNSHIP,State Treasurer,,LIB,JOE SOLOSKI,8,6,2,0
Huntingdon,BARREE TOWNSHIP,State Treasurer,,GRN,TIMOTHY RUNKLE,2,1,1,0
Huntingdon,BARREE TOWNSHIP,State Treasurer,,,Write-ins,0,0,0,0
Huntingdon,BARREE TOWNSHIP,U.S. House,13,DEM,TODD ROWLEY,50,16,34,0
Huntingdon,BARREE TOWNSHIP,U.S. House,13,REP,JOHN JOYCE,219,207,12,0
Huntingdon,BARREE TOWNSHIP,U.S. House,13,,Write-ins,1,1,0,0
Huntingdon,BARREE TOWNSHIP,State House,81,DEM,IAN M. KIDD,49,17,32,0
Huntingdon,BARREE TOWNSHIP,State House,81,REP,RICH IRVIN,227,212,15,0
Huntingdon,BARREE TOWNSHIP,State House,81,,Write-ins,0,0,0,0
Huntingdon,BIRMINGHAM BOROUGH,Registered Voters,,,,76,,,
Huntingdon,BIRMINGHAM BOROUGH,Ballots Cast,,,,57,48,8,1
Huntingdon,BIRMINGHAM BOROUGH,Ballots Cast Blank,,,,0,0,0,0
Huntingdon,BIRMINGHAM BOROUGH,President,,DEM,Joseph R. Biden,21,16,5,0
Huntingdon,BIRMINGHAM BOROUGH,President,,REP,DONALD J. TRUMP,35,31,3,1
Huntingdon,BIRMINGHAM BOROUGH,President,,LIB,Jo Jorgensen,1,1,0,0
Huntingdon,BIRMINGHAM BOROUGH,President,,,Write-ins,0,0,0,0
Huntingdon,BIRMINGHAM BOROUGH,Attorney General,,DEM,JOSH SHAPIRO,19,13,6,0
Huntingdon,BIRMINGHAM BOROUGH,Attorney General,,REP,HEATHER HEIDELBAUGH,36,33,2,1
Huntingdon,BIRMINGHAM BOROUGH,Attorney General,,LIB,DANIEL WASSMER,0,0,0,0
Huntingdon,BIRMINGHAM BOROUGH,Attorney General,,GRN,RICHARD L. WEISS,0,0,0,0
Huntingdon,BIRMINGHAM BOROUGH,Attorney General,,,Write-ins,0,0,0,0
Huntingdon,BIRMINGHAM BOROUGH,Auditor General,,DEM,NINA AHMAD,18,13,5,0
Huntingdon,BIRMINGHAM BOROUGH,Auditor General,,REP,TIMOTHY DEFOOR,36,32,3,1
Huntingdon,BIRMINGHAM BOROUGH,Auditor General,,LIB,JENNIFER MOORE,1,1,0,0
Huntingdon,BIRMINGHAM BOROUGH,Auditor General,,GRN,OLIVIA FAISON,0,0,0,0
Huntingdon,BIRMINGHAM BOROUGH,Auditor General,,,Write-ins,0,0,0,0
Huntingdon,BIRMINGHAM BOROUGH,State Treasurer,,DEM,JOE TORSELLA,20,14,5,1
Huntingdon,BIRMINGHAM BOROUGH,State Treasurer,,REP,STACY L. GARRITY,35,32,3,0
Huntingdon,BIRMINGHAM BOROUGH,State Treasurer,,LIB,JOE SOLOSKI,0,0,0,0
Huntingdon,BIRMINGHAM BOROUGH,State Treasurer,,GRN,TIMOTHY RUNKLE,0,0,0,0
Huntingdon,BIRMINGHAM BOROUGH,State Treasurer,,,Write-ins,0,0,0,0
Huntingdon,BIRMINGHAM BOROUGH,U.S. House,13,DEM,TODD ROWLEY,18,13,5,0
Huntingdon,BIRMINGHAM BOROUGH,U.S. House,13,REP,JOHN JOYCE,37,33,3,1
Huntingdon,BIRMINGHAM BOROUGH,U.S. House,13,,Write-ins,0,0,0,0
Huntingdon,BIRMINGHAM BOROUGH,State House,81,DEM,IAN M. KIDD,18,13,5,0
Huntingdon,BIRMINGHAM BOROUGH,State House,81,REP,RICH IRVIN,36,32,3,1
Huntingdon,BIRMINGHAM BOROUGH,State House,81,,Write-ins,0,0,0,0
Huntingdon,BRADY TOWNSHIP,Registered Voters,,,,514,,,
Huntingdon,BRADY TOWNSHIP,Ballots Cast,,,,445,380,63,2
Huntingdon,BRADY TOWNSHIP,Ballots Cast Blank,,,,0,0,0,0
Huntingdon,BRADY TOWNSHIP,President,,DEM,Joseph R. Biden,50,24,26,0
Huntingdon,BRADY TOWNSHIP,President,,REP,DONALD J. TRUMP,385,348,35,2
Huntingdon,BRADY TOWNSHIP,President,,LIB,Jo Jorgensen,6,4,2,0
Huntingdon,BRADY TOWNSHIP,President,,,Write-ins,3,3,0,0
Huntingdon,BRADY TOWNSHIP,Attorney General,,DEM,JOSH SHAPIRO,56,28,28,0
Huntingdon,BRADY TOWNSHIP,Attorney General,,REP,HEATHER HEIDELBAUGH,371,336,33,2
Huntingdon,BRADY TOWNSHIP,Attorney General,,LIB,DANIEL WASSMER,7,6,1,0
Huntingdon,BRADY TOWNSHIP,Attorney General,,GRN,RICHARD L. WEISS,2,2,0,0
Huntingdon,BRADY TOWNSHIP,Attorney General,,,Write-ins,0,0,0,0
Huntingdon,BRADY TOWNSHIP,Auditor General,,DEM,NINA AHMAD,40,18,22,0
Huntingdon,BRADY TOWNSHIP,Auditor General,,REP,TIMOTHY DEFOOR,378,340,36,2
Huntingdon,BRADY TOWNSHIP,Auditor General,,LIB,JENNIFER MOORE,13,9,4,0
Huntingdon,BRADY TOWNSHIP,Auditor General,,GRN,OLIVIA FAISON,2,2,0,0
